Region.I,Month,Year,Temperature,Humidity,Population Density,Dengue_Cases
Region.XII,Aug,2008,30.54,0.2517091361,142.3568338435,9.089186
Region.XII,Sep,2008,29.87,24.3722809198,142.3732107552,25.218435
Region.XII,Oct,2008,28.24,24.9813548788,142.4186493768,3.205561
Region.XII,Nov,2008,26.74,24.9316345556,142.4244251624,4.037384
Region.XII,Dec,2008,24.42,24.9627097576,142.4316997281,10.022451
Region.XII,Jan,2009,23.46,22.3026724674,142.4497581984,4.132792
Region.XII,Feb,2009,26.34,24.2231199503,142.4572046705,3.913175
Region.XII,Mar,2009,29.4,24.4406463642,142.4642554363,17.289847
Region.XII,Apr,2009,31.12,24.4282162834,142.4954083137,8.844575
Region.XII,May,2009,32.12,24.8259788689,142.5113444849,10.641441
Region.XII,Jun,2009,32.34,23.3530142946,142.5305182525,19.066748
Region.XII,Jul,2009,30.74,14.9875699192,142.5648727534,3.493907
Region.XII,Aug,2009,29.8,16.6594157862,142.5711680813,5.051191
Region.XII,Sep,2009,30,17.5730267247,142.5802693263,12.039004
Region.XII,Oct,2009,28.6,25,142.6019612254,3.633663
Region.XII,Nov,2009,26.88,24.3474207582,142.608508366,5.250843
Region.XII,Dec,2009,24.28,24.968924798,142.6179693444,21.0433
Region.XII,Jan,2010,23.16,23.0919825979,142.6558852002,11.000884
Region.XII,Feb,2010,25.66,21.9484151647,142.6757066128,11.550928
Region.XII,Mar,2010,28.83,22.4580484773,142.6965190957,15.165504
Region.XII,Apr,2010,32.04,24.5587321318,142.7238443281,2.376977
Region.XII,May,2010,33.66,24.5027967682,142.7281271696,4.989687
Region.XII,Jun,2010,31.46,22.5201988813,142.7371175966,9.802573
Region.XII,Jul,2010,29.76,20.8421379739,142.7547798903,3.418132
Region.XII,Aug,2010,29.52,20.655686762,142.7609386867,6.659464
Region.XII,Sep,2010,30.29,18.6793039155,142.7729377209,19.349769
Region.XII,Oct,2010,28.26,24.6022374145,142.8078021696,9.115018
Region.XII,Nov,2010,26.55,25,142.8242256254,8.800707
Region.XII,Dec,2010,24.3,24.8881292728,142.8400827552,12.788528
Region.XII,Jan,2011,22.98,24.6208825357,142.863125148,2.570169
Region.XII,Feb,2011,24.75,24.5400870106,142.8677560831,5.797375
Region.XII,Mar,2011,27.78,24.8011187073,142.8782018038,14.763981
Region.XII,Apr,2011,30.91,22.8558110628,142.9048035714,5.005067
Region.XII,May,2011,32.58,23.3965195774,142.9138217101,11.246907
Region.XII,Jun,2011,32.5,20.985083903,142.9340864074,24.967361
Region.XII,Jul,2011,31.04,14.7886886265,142.9790726435,13.063418
Region.XII,Aug,2011,30.18,11.8924798011,143.0026103335,9.913511
Region.XII,Sep,2011,30.56,2.5326289621,143.0204725155,14.203568
Region.XII,Oct,2011,29.12,18.7228091983,143.0460645299,3.343153
Region.XII,Nov,2011,26.82,25,143.052088229,9.159852
Region.XII,Dec,2011,24.52,24.5338719702,143.0685924669,27.035091
Region.XII,Jan,2012,24.75,24.8819142324,143.1173043426,6.918781
Region.XII,Feb,2012,26.12,24.0988191423,143.1297706146,11.11947
Region.XII,Mar,2012,29.61,24.9751398384,143.1498056957,31.248563
Region.XII,Apr,2012,32.51,24.8321939093,143.2061094128,15.928404
Region.XII,May,2012,33.11,24.9564947172,143.2348092399,15.814358
Region.XII,Jun,2012,33.72,21.9794903667,143.2633035786,28.188332
Region.XII,Jul,2012,30.99,15.4164077067,143.314093366,2.318932
Region.XII,Aug,2012,30.18,13.844002486,143.3182716218,8.819546
Region.XII,Sep,2012,30.02,20.3076444997,143.3341626957,40.600322
Region.XII,Oct,2012,29.23,24.9440646364,143.407316429,6.253514
Region.XII,Nov,2012,27.14,25,143.4185840218,9.579851
Region.XII,Dec,2012,24.66,24.9813548788,143.4358450146,42.196964
Region.XII,Jan,2013,23.33,24.5525170914,143.5118755804,16.377741
Region.XII,Feb,2013,24.76,23.0733374767,143.5413850236,24.604004
Region.XII,Mar,2013,29.51,24.2106898695,143.5857165624,56.518163
Region.XII,Apr,2013,32.33,24.7949036669,143.6875510903,0.953499
Region.XII,May,2013,33.3,22.7625854568,143.6892691065,6.543618
Region.XII,Jun,2013,32.88,19.7110006215,143.7010594092,35.859027
Region.XII,Jul,2013,30.28,19.2510876321,143.7656702687,6.824059
Region.XII,Aug,2013,30.42,18.2318210068,143.7779658705,7.927126
Region.XII,Sep,2013,30.39,21.7122436296,143.7922489804,27.913205
Region.XII,Oct,2013,29.45,24.3039154755,143.8425430435,17.088191
Region.XII,Nov,2013,26.65,24.9564947172,143.8733325768,23.089623
Region.XII,Dec,2013,25,24.4095711622,143.9149355011,52.909825
Region.XII,Jan,2014,23.78,22.5077688005,144.0102685191,0.202326
Region.XII,Feb,2014,27.19,24.9751398384,144.0106330705,5.150112
Region.XII,Mar,2014,28.04,24.2728402735,144.0199125516,17.400021
Region.XII,Apr,2014,31.9,24.9627097576,144.0512639408,4.837427
Region.XII,May,2014,33.57,24.8570540709,144.0599800254,7.265337
Region.XII,Jun,2014,33.17,23.0360472343,144.0730707227,20.545268
Region.XII,Jul,2014,30.86,19.3567433188,144.1100892236,10.999168
Region.XII,Aug,2014,30.7,15.5220633934,144.1299075444,16.075707
Region.XII,Sep,2014,30.45,20.7302672467,144.1588727822,41.881446
Region.XII,Oct,2014,29.9,24.9875699192,144.2343348471,0.073573
Region.XII,Nov,2014,26.92,24.6768178993,144.234467411,3.549899
Region.XII,Dec,2014,25.24,24.2293349907,144.2408636254,6.180134
Region.XII,Jan,2015,24.14,23.7383467993,144.251999002,2.75141
Region.XII,Feb,2015,24.22,23.9807333748,144.2569564975,7.946507
Region.XII,Mar,2015,29.49,24.968924798,144.2712745281,11.114249
Region.XII,Apr,2015,31.8,24.9254195152,144.291300202,9.55753
Region.XII,May,2015,33.11,24.515226849,144.3085209768,16.88859
Region.XII,Jun,2015,31.98,23.9310130516,144.3389508687,35.279594
Region.XII,Jul,2015,30.49,17.2622747048,144.4025177047,0.072406
Region.XII,Aug,2015,30.29,14.3349906774,144.402648166,2.35318
Region.XII,Sep,2015,30.23,21.3331261653,144.4068881299,3.52977
Region.XII,Oct,2015,29.08,24.7638284649,144.4132480759,1.737733
Region.XII,Nov,2015,26.23,24.5525170914,144.4163791263,6.082064
Region.XII,Dec,2015,23.6,25,144.4273378002,8.923981
Region.XII,Jan,2016,22.89,23.75077688,144.4434170453,8.357762
Region.XII,Feb,2016,25.59,24.2977004351,144.4584760759,15.325534
Region.XII,Mar,2016,29.1,24.9627097576,144.4860896507,32.540029
Region.XII,Apr,2016,31.76,24.5276569298,144.5447203335,0.01782
Region.XII,May,2016,33.08,24.4717215662,144.5447524417,2.174087
Region.XII,Jun,2016,32.82,21.8116842759,144.5486697155,2.102806
Region.XII,Jul,2016,31.3,7.858918583,144.5524585552,1.621655
Region.XII,Aug,2016,30.47,15.0186451212,144.5553804561,6.272777
Region.XII,Sep,2016,29.71,23.2473586078,144.566682757,9.925956
Region.XII,Oct,2016,29.14,25,144.5845673624,5.702524
Region.XII,Nov,2016,26.9,24.9937849596,144.5948421804,17.927311
Region.XII,Dec,2016,23.9,24.9875699192,144.6271436417,26.445456
Region.XIII,Jan,2008,18.67,23.2162834058,127.1125676831,0.682832
Region.XIII,Feb,2008,20.54,21.2834058421,127.1134464888,0.707219
Region.XIII,Mar,2008,24.6,21.9981354879,127.1143566805,1.390052
Region.XIII,Apr,2008,27.02,24.422001243,127.1161456792,0.999862
Region.XIII,May,2008,28.52,24.7327532629,127.1174325029,0.804767
Region.XIII,Jun,2008,28.05,23.6016159105,127.1184682391,0.85354
Region.XIII,Jul,2008,27.06,21.6376631448,127.1195667462,1.121796
Region.XIII,Aug,2008,26.9,20.8110627719,127.1210104991,1.999723
Region.XIII,Sep,2008,26.45,18.4431323804,127.1235841451,3.170293
Region.XIII,Oct,2008,24.33,23.8004972032,127.1276643163,0.829154
Region.XIII,Nov,2008,21.51,25,127.1287314386,0.585285
Region.XIII,Dec,2008,19.68,24.8508390305,127.1294847011,1.365665
Region.XIII,Jan,2009,18.24,24.5960223741,127.1312423137,0.839944
Region.XIII,Feb,2009,20,24.8073337477,127.1323233227,0.911939
Region.XIII,Mar,2009,23.53,24.2231199503,127.1334969894,0.59996
Region.XIII,Apr,2009,26.53,20.531385954,127.1342691387,1.439904
Region.XIII,May,2009,27.75,23.0546923555,127.136122297,2.159856
Region.XIII,Jun,2009,28.19,19.8663766314,127.1389020345,2.615826
Region.XIII,Jul,2009,27.3,14.2852703543,127.1422686059,0.45597
Region.XIII,Aug,2009,26.75,11.8614045991,127.1428554399,0.479968
Region.XIII,Sep,2009,26.43,2.0602858919,127.1434731593,1.79988
Region.XIII,Oct,2009,24.48,15.2734617775,127.1457896072,0.623958
Region.XIII,Nov,2009,21.89,25,127.1465926419,0.551963
Region.XIII,Dec,2009,19.38,24.4157862026,127.147303019,0.575962
Region.XIII,Jan,2010,18.44,24.8073337477,127.1480442828,0.920902
Region.XIII,Feb,2010,20.41,24.9254195152,127.1492294849,2.077932
Region.XIII,Mar,2010,23.45,21.1839651958,127.1519037861,2.621028
Region.XIII,Apr,2010,26.59,22.6072094469,127.1552770525,0.708386
Region.XIII,May,2010,27.51,24.9627097576,127.1561887462,0.306967
Region.XIII,Jun,2010,28.9,23.0174021131,127.1565838131,1.416772
Region.XIII,Jul,2010,28.16,22.5947793661,127.1584072005,0.425032
Region.XIII,Aug,2010,27.34,16.2678682411,127.1589542172,1.180643
Region.XIII,Sep,2010,27.13,24.0366687383,127.1604737063,1.015353
Region.XIII,Oct,2010,25.03,24.9875699192,127.1617804669,1.416772
Region.XIII,Nov,2010,22.14,24.7824735861,127.1636038543,1.723739
Region.XIII,Dec,2010,19.75,24.7203231821,127.1658223086,3.046059
Region.XIII,Jan,2011,18.58,23.875077688,127.1697425904,0.882679
Region.XIII,Feb,2011,20.83,24.8694841516,127.1708785994,0.696852
Region.XIII,Mar,2011,23.51,24.9316345556,127.1717754489,2.717723
Region.XIII,Apr,2011,26.6,24.5214418894,127.1752731619,0.58071
Region.XIII,May,2011,28.6,23.6886264761,127.1760205364,1.509846
Region.XIII,Jun,2011,28.37,18.4928527035,127.1779637101,1.254334
Region.XIII,Jul,2011,27.12,7.3244251088,127.1795780396,2.485439
Region.XIII,Aug,2011,26.91,15.1305158484,127.1827768028,1.509846
Region.XIII,Sep,2011,26.48,24.1050341827,127.1847199765,3.553945
Region.XIII,Oct,2011,24.79,24.5338719702,127.1892939083,0.650395
Region.XIII,Nov,2011,21.63,24.390926041,127.1901309675,1.207877
Region.XIII,Dec,2011,19.64,25,127.1916855068,4.413396
Region.XIII,Jan,2012,17.68,24.2169049099,127.1973655531,0.548338
Region.XIII,Feb,2012,19.85,23.3157240522,127.1980712648,2.239049
Region.XIII,Mar,2012,23,23.6886264761,127.2009529238,1.233761
Region.XIII,Apr,2012,25.95,24.875699192,127.2025407758,3.609895
Region.XIII,May,2012,28.13,23.7942821628,127.2071867153,2.513218
Region.XIII,Jun,2012,27.72,24.4095711622,127.2104212301,7.539653
Region.XIII,Jul,2012,26.96,13.5767557489,127.2201247732,0.845355
Region.XIII,Aug,2012,26.86,11.1963952766,127.2212127462,1.622168
Region.XIII,Sep,2012,26.38,20.7240522063,127.2233004785,4.912198
Region.XIII,Oct,2012,24.84,23.6451211933,127.2296224836,0.479796
Region.XIII,Nov,2012,21.8,25,127.2302399817,3.678437
Region.XIII,Dec,2012,19.23,24.968924798,127.2349741348,1.005287
Region.XIII,Jan,2013,18.56,20.4195152268,127.2362679405,4.96651
Region.XIII,Feb,2013,20.33,22.4580484773,127.2426598453,3.393407
Region.XIII,Mar,2013,22.79,24.2044748291,127.2470271644,9.416143
Region.XIII,Apr,2013,26.15,22.2529521442,127.2591457526,0.314621
Region.XIII,May,2013,27.71,24.8694841516,127.2595506702,0.809024
Region.XIII,Jun,2013,28.11,24.4903666874,127.2605918852,1.056226
Region.XIII,Jul,2013,27.06,12.327532629,127.2619512494,0.651714
Region.XIII,Aug,2013,26.99,16.0130515848,127.2627900061,6.247465
Region.XIII,Sep,2013,26.55,22.1970167806,127.2708305016,0.741606
Region.XIII,Oct,2013,24.51,24.8321939093,127.2717849495,5.595751
Region.XIII,Nov,2013,22.08,24.2790553139,127.2789866882,2.022561
Region.XIII,Dec,2013,19.78,24.4903666874,127.2815897269,7.955405
Region.XIII,Jan,2014,17.99,23.3095090118,127.2918283433,0.397961
Region.XIII,Feb,2014,20.43,21.4449968925,127.2923405197,1.2381
Region.XIII,Mar,2014,23.58,24.0428837787,127.2939339559,0.729595
Region.XIII,Apr,2014,26.13,23.781852082,127.2948729456,0.176871
Region.XIII,May,2014,28.35,24.1671845867,127.2951005789,5.858868
Region.XIII,Jun,2014,28.17,21.7433188316,127.3026409495,0.464288
Region.XIII,Jul,2014,27.59,9.2573026725,127.3032384888,3.869064
Region.XIII,Aug,2014,26.88,9.0646364201,127.3082179791,1.835042
Region.XIII,Sep,2014,26.65,16.8147917961,127.3105796805,5.549343
Region.XIII,Oct,2014,24.56,24.6830329397,127.3177216921,0.110545
Region.XIII,Nov,2014,21.6,25,127.3178639637,0.729595
Region.XIII,Dec,2014,19.44,22.5264139217,127.3188029534,0.795922
Region.XIII,Jan,2015,18.36,20.562461156,127.319827306,0.413404
Region.XIII,Feb,2015,19.77,25,127.3203593575,3.698876
Region.XIII,Mar,2015,22.95,24.0988191423,127.3251198157,0.369888
Region.XIII,Apr,2015,26.21,24.0118085768,127.325595862,2.502181
Region.XIII,May,2015,27.75,24.8011187073,127.3288161722,2.045261
Region.XIII,Jun,2015,28.4,22.6196395277,127.3314484257,3.720634
Region.XIII,Jul,2015,27.31,15.2486016159,127.3362368864,0.065274
Region.XIII,Aug,2015,26.78,16.3859540087,127.3363208942,0.674501
Region.XIII,Sep,2015,26.11,2.6382846489,127.3371889778,0.56571
Region.XIII,Oct,2015,24.7,24.6270975761,127.3379170473,0.413404
Region.XIII,Nov,2015,22.01,24.968924798,127.3384490988,3.698876
Region.XIII,Dec,2015,19.42,24.9875699192,127.343209557,0.522194
Region.XIII,Jan,2016,19.33,23.5581106277,127.3438816213,3.491515
Region.XIII,Feb,2016,20.2,24.0988191423,127.3483752056,1.90641
Region.XIII,Mar,2016,24.14,24.4157862026,127.3508287577,4.155545
Region.XIII,Apr,2016,26.04,25,127.3561769495,0.192783
Region.XIII,May,2016,28.72,24.6643878185,127.3564250615,0.235624
Region.XIII,Jun,2016,28.56,24.7824735861,127.3567283099,0.385566
Region.XIII,Jul,2016,27.34,21.4325668117,127.3572245338,0.299885
Region.XIII,Aug,2016,27.01,13.9745183344,127.3576104862,2.313396
Region.XIII,Sep,2016,26.31,8.1696706029,127.3605878298,0.535508
Region.XIII,Oct,2016,24.56,24.8135487881,127.3612770293,2.313396
Region.XIII,Nov,2016,22.06,25,127.3642543729,2.270556
Region.XIII,Dec,2016,19.3,22.7439403356,127.3671765814,3.427254
Region.XIV,Jan,2008,12.61,13.2846488502,91.7480889139,2.998891
Region.XIV,Feb,2008,14.39,17.9086389062,91.7528566261,3.427304
Region.XIV,Mar,2008,16.95,19.9782473586,91.7583054401,4.391233
Region.XIV,Apr,2008,20.78,21.8365444375,91.7652867327,6.640401
Region.XIV,May,2008,23.5,22.2094468614,91.775843809,11.888461
Region.XIV,Jun,2008,23.85,18.828464885,91.7947443829,12.477528
Region.XIV,Jul,2008,23.46,7.7719080174,91.8145814703,10.817428
Region.XIV,Aug,2008,23.2,13.7445618397,91.8317792891,10.335463
Region.XIV,Sep,2008,21.86,23.9869484152,91.8482108678,31.64901
Region.XIV,Oct,2008,19.45,22.0665009323,91.8985272589,2.62403
Region.XIV,Nov,2008,17.07,24.4344313238,91.9026990077,1.98141
Region.XIV,Dec,2008,13.84,21.3455562461,91.9058491031,4.819646
Region.XIV,Jan,2009,13.34,21.6998135488,91.9135114974,5.902239
Region.XIV,Feb,2009,14.54,20.2454940957,91.9228950252,6.060335
Region.XIV,Mar,2009,16.92,24.1485394655,91.932529898,9.485741
Region.XIV,Apr,2009,21.29,21.4263517713,91.9476105673,7.588593
Region.XIV,May,2009,22.68,20.5376009944,91.9596751031,6.745416
Region.XIV,Jun,2009,23.99,9.2945929149,91.9703991349,17.97021
Region.XIV,Jul,2009,23.88,3.0733374767,91.9989686261,2.793024
Region.XIV,Aug,2009,23.38,6.2802983219,92.0034090459,2.002545
Region.XIV,Sep,2009,21.84,20.8359229335,92.0065927422,4.690172
Region.XIV,Oct,2009,19.98,24.1423244251,92.0140492955,4.584775
Region.XIV,Nov,2009,17.97,24.2417650715,92.0213382859,4.742871
Region.XIV,Dec,2009,14.73,24.8384089497,92.0288786214,6.165732
Region.XIV,Jan,2010,13.27,17.7408328154,92.038681057,4.511119
Region.XIV,Feb,2010,14.87,19.9906774394,92.0458529473,4.718527
Region.XIV,Mar,2010,17.7,20.7489123679,92.05335458,11.614835
Region.XIV,Apr,2010,21.76,24.0242386576,92.0718201365,1.296299
Region.XIV,May,2010,23.45,22.5139838409,92.0738810252,2.177782
Region.XIV,Jun,2010,23.83,18.8408949658,92.0773433177,3.422228
Region.XIV,Jul,2010,23.71,14.5711622126,92.0827840618,3.525932
Region.XIV,Aug,2010,23.18,11.7060285892,92.088389677,4.303711
Region.XIV,Sep,2010,22.16,19.6364201367,92.0952318249,7.46668
Region.XIV,Oct,2010,19.76,23.0049720323,92.1071025403,3.525932
Region.XIV,Nov,2010,16.56,24.6643878185,92.1127081556,5.392602
Region.XIV,Dec,2010,14.15,23.1914232443,92.1212814497,13.481505
Region.XIV,Jan,2011,13.06,16.4356743319,92.142714685,1.428216
Region.XIV,Feb,2011,14.81,17.249844624,92.1449852986,2.193331
Region.XIV,Mar,2011,17.78,17.1504039776,92.1484723114,8.722318
Region.XIV,Apr,2011,21.08,23.421379739,92.1623392716,3.468524
Region.XIV,May,2011,23.17,22.8185208204,92.1678536182,9.232395
Region.XIV,Jun,2011,23.64,19.5991298943,92.1825315117,17.342621
Region.XIV,Jul,2011,23.74,11.6998135488,92.2101032462,7.498133
Region.XIV,Aug,2011,23.17,13.0795525171,92.2220239664,8.518287
Region.XIV,Sep,2011,22.01,19.0770665009,92.235566553,26.473001
Region.XIV,Oct,2011,19.48,24.1423244251,92.277653995,4.23364
Region.XIV,Nov,2011,15.86,24.9875699192,92.2843847422,8.263249
Region.XIV,Dec,2011,13.18,24.8321939093,92.297521863,27.544162
Region.XIV,Jan,2012,12.88,14.4344313238,92.3413122637,16.857501
Region.XIV,Feb,2012,14.27,17.8340584214,92.3681127422,32.661408
Region.XIV,Mar,2012,17.15,15.2175264139,92.4200386691,79.471076
Region.XIV,Apr,2012,20.3,23.0174021131,92.5463837819,7.124301
Region.XIV,May,2012,22.86,19.7110006215,92.5577101746,41.842726
Region.XIV,Jun,2012,23.87,20.9726538222,92.6242327915,80.123301
Region.XIV,Jul,2012,23.64,14.8446239901,92.751614828,6.62259
Region.XIV,Aug,2012,23.62,17.6041019267,92.762143588,16.405961
Region.XIV,Sep,2012,22.52,22.296457427,92.7882261969,67.480175
Region.XIV,Oct,2012,19.57,24.5649471722,92.8955078742,39.83588
Region.XIV,Nov,2012,15.44,22.8868862648,92.9588399568,65.573672
Region.XIV,Dec,2012,13.6,23.1603480423,93.0630906277,106.21229
Region.XIV,Jan,2013,12.97,13.359229335,93.2319495943,15.59418
Region.XIV,Feb,2013,14.27,15.8203853325,93.2567416134,80.586381
Region.XIV,Mar,2013,18.01,10.7737725295,93.3848598662,124.161258
Region.XIV,Apr,2013,21.14,15.9136109385,93.582254553,5.724446
Region.XIV,May,2013,23.55,15.5220633934,93.5913554211,23.095178
Region.XIV,Jun,2013,24,21.3766314481,93.6280727152,107.826847
Region.XIV,Jul,2013,23.25,15.031075202,93.7994985451,74.023007
Region.XIV,Aug,2013,23.6,14.422001243,93.917182181,66.916799
Region.XIV,Sep,2013,21.63,23.0422622747,94.0235681889,83.053814
Region.XIV,Oct,2013,19.21,22.358607831,94.1556092287,17.46943
Region.XIV,Nov,2013,15.76,23.6451211933,94.1833825673,109.109913
Region.XIV,Dec,2013,13.57,20.2952144189,94.3568482478,114.883707
Region.XIV,Jan,2014,13.51,20.62461156,94.5394932509,2.57312
Region.XIV,Feb,2014,14.35,23.5705407085,94.5435840618,19.516875
Region.XIV,Mar,2014,18.44,22.750155376,94.5746124799,51.559505
Region.XIV,Apr,2014,21.32,20.9229334991,94.6565830761,45.442276
Region.XIV,May,2014,23.06,21.625233064,94.7288283479,44.908232
Region.XIV,Jun,2014,23.36,21.6376631448,94.8002245832,50.151571
Region.XIV,Jul,2014,23.37,6.2740832815,94.8799568106,17.526348
Region.XIV,Aug,2014,23.18,9.2945929149,94.9078206389,89.913563
Region.XIV,Sep,2014,22,17.6662523306,95.0507674799,58.404976
Region.XIV,Oct,2014,19.11,17.0696084525,95.1436211778,0.048549
Region.XIV,Nov,2014,15.69,24.8259788689,95.1436983622,7.622262
Region.XIV,Dec,2014,14.2,19.53076445,95.1558164258,20.050919
Region.XIV,Jan,2015,12.85,22.4145431945,95.1876938805,13.760357
Region.XIV,Feb,2015,14.38,17.0261031697,95.2095704417,20.927209
Region.XIV,Mar,2015,17.73,3.0049720323,95.2428410443,33.158637
Region.XIV,Apr,2015,20.91,23.3095090118,95.2955574783,12.183649
Region.XIV,May,2015,22.3,22.5574891237,95.3149273495,72.002978
Region.XIV,Jun,2015,23.4,19.7793660659,95.4293994926,27.18626
Region.XIV,Jul,2015,23.48,0.562461156,95.4726208916,9.65
Region.XIV,Aug,2015,22.89,6.062771908,95.4726208916,3.057857
Region.XIV,Sep,2015,21.9,2.6134244873,95.4774823495,8.456886
Region.XIV,Oct,2015,19.12,24.8632691112,95.4909273193,12.183649
Region.XIV,Nov,2015,16.14,24.6954630205,95.5102971905,11.036953
Region.XIV,Dec,2015,14.01,17.3244251088,95.5278440156,21.83501
Region.XIV,Jan,2016,13.06,22.750155376,95.562557863,14.581579
Region.XIV,Feb,2016,14.55,14.9813548788,95.5857400236,44.59141
Region.XIV,Mar,2016,17.79,11.4698570541,95.6566325673,10.677479
Region.XIV,Apr,2016,20.94,21.7371037912,95.6736078916,9.5
Region.XIV,May,2016,22.22,21.1591050342,95.6736078916,2.116681
Region.XIV,Jun,2016,23.93,20.015537601,95.6769730443,3.621876
Region.XIV,Jul,2016,24.08,6.2119328776,95.6827311937,5.973744
Region.XIV,Aug,2016,23.43,11.2150403978,95.692228402,7.149678
Region.XIV,Sep,2016,22.68,14.8819142324,95.7035951397,6.39708
Region.XIV,Oct,2016,19.77,24.0304536979,95.7137653781,9.219321
Region.XIV,Nov,2016,16.33,24.3722809198,95.7284224862,34.572454
Region.XIV,Dec,2016,14.32,16.2616532007,95.783386642,5.597445
Region.XV,Jan,2008,24.18,22.0229956495,63.1780018267,2.769993
Region.XV,Feb,2008,25.74,16.6904909882,63.1815668113,2.947556
Region.XV,Mar,2008,29.5,8.7725295214,63.1853603196,13.992014
Region.XV,Apr,2008,32.37,22.3026724674,63.2033680596,5.113832
Region.XV,May,2008,33.57,23.6699813549,63.209949568,5.291396
Region.XV,Jun,2008,33.88,20.8421379739,63.2167596015,13.352785
Region.XV,Jul,2008,30.96,7.703542573,63.233944653,16.690981
Region.XV,Aug,2008,31.45,13.6886264761,63.255425967,18.715206
Region.XV,Sep,2008,31.05,21.233685519,63.2795124612,40.484507
Region.XV,Oct,2008,29.78,24.6146674953,63.3316160738,1.811149
Region.XV,Nov,2008,27.6,24.6581727781,63.3339470249,1.882174
Region.XV,Dec,2008,25.11,20.2703542573,63.3363693853,10.369716
Region.XV,Jan,2009,25.66,2.141081417,63.3497152231,3.774279
Region.XV,Feb,2009,29.33,19.0273461778,63.354572725,3.914067
Region.XV,Mar,2009,29.56,17.827843381,63.3596101343,12.895452
Region.XV,Apr,2009,32.59,17.5854568055,63.3762065976,12.580929
Region.XV,May,2009,34.09,21.5506525792,63.3923982694,13.175028
Region.XV,Jun,2009,32.65,23.7010565569,63.4093545474,25.860798
Region.XV,Jul,2009,31.59,13.6761963953,63.4426374277,1.572616
Region.XV,Aug,2009,30.76,14.0863890615,63.4446613865,3.075338
Region.XV,Sep,2009,30.57,1.9359850839,63.4486193505,9.50559
Region.XV,Oct,2009,30.46,24.2044748291,63.4608530571,2.690921
Region.XV,Nov,2009,27.61,24.9564947172,63.4643162759,3.949014
Region.XV,Dec,2009,25.27,24.6457426973,63.469398662,12.371246
Region.XV,Jan,2010,23.97,5.8328154133,63.4853204715,11.656715
Region.XV,Feb,2010,25.48,9.4251087632,63.5003226787,8.974639
Region.XV,Mar,2010,30.34,21.2274704786,63.5118730506,20.356269
Region.XV,Apr,2010,32.13,23.9931634556,63.538071595,1.47858
Region.XV,May,2010,33.86,20.4195152268,63.5399745294,2.063135
Region.XV,Jun,2010,32.15,23.3778744562,63.5426297868,6.670804
Region.XV,Jul,2010,31.24,19.0273461778,63.5512151201,3.060317
Region.XV,Aug,2010,30.69,17.34307023,63.5551537521,2.406991
Region.XV,Sep,2010,30.92,7.2249844624,63.5582515526,8.286927
Region.XV,Oct,2010,30.81,22.6320696085,63.5689168383,15.370359
Region.XV,Nov,2010,28.15,24.0118085768,63.5886985101,5.742393
Region.XV,Dec,2010,25.91,24.2355500311,63.5960889773,15.43913
Region.XV,Jan,2011,25.27,16.5226848975,63.6159591575,0.980946
Region.XV,Feb,2011,27.75,21.0285891858,63.6172216362,3.247269
Region.XV,Mar,2011,30.57,13.7569919204,63.6214008756,5.716547
Region.XV,Apr,2011,33.09,17.8464885022,63.628758079,1.826589
Region.XV,May,2011,34.09,23.8502175264,63.6311089013,3.687004
Region.XV,Jun,2011,33.73,17.9770043505,63.6358540802,9.065294
Region.XV,Jul,2011,31.77,2.8247358608,63.6475211253,23.441226
Region.XV,Aug,2011,31.84,6.8210068365,63.6776900133,6.79897
Region.XV,Sep,2011,31.6,21.9359850839,63.6864402965,17.014339
Region.XV,Oct,2011,30.75,16.671845867,63.7083377726,1.623635
Region.XV,Nov,2011,27.59,24.8446239901,63.710427393,3.111967
Region.XV,Dec,2011,25.53,21.4077066501,63.7144324985,9.369725
Region.XV,Jan,2012,24.89,22.5947793661,63.7264913466,2.328967
Region.XV,Feb,2012,27.03,19.6674953387,63.7294887302,5.855687
Region.XV,Mar,2012,31.94,17.7905531386,63.7370250069,10.912872
Region.XV,Apr,2012,34.07,18.7228091983,63.7510698872,32.239551
Region.XV,May,2012,34.43,19.3070229956,63.7925622308,8.983157
Region.XV,Jun,2012,33.22,22.8558110628,63.8041235654,23.622375
Region.XV,Jul,2012,31.24,9.2448725917,63.8345255925,1.696818
Region.XV,Aug,2012,30.77,8.5239279055,63.8367093994,3.16074
Region.XV,Sep,2012,30.65,10.7489123679,63.8407772759,10.813059
Region.XV,Oct,2012,30.47,23.4275947794,63.8546936967,4.059056
Region.XV,Nov,2012,28.01,23.9869484152,63.859917707,10.313995
Region.XV,Dec,2012,24.88,19.2013673089,63.8731918318,9.81493
Region.XV,Jan,2013,23.61,23.7259167185,63.8858236594,41.986872
Region.XV,Feb,2013,26.44,18.9714108142,63.9398608177,14.595592
Region.XV,Mar,2013,30.2,21.8303293971,63.9586453634,25.165943
Region.XV,Apr,2013,32.46,17.6973275326,63.9910339644,1.210845
Region.XV,May,2013,34.3,22.8868862648,63.9925923235,5.170636
Region.XV,Jun,2013,33.6,22.4456183965,63.9992469387,11.781196
Region.XV,Jul,2013,31.88,16.7526413922,64.0144093531,3.828889
Region.XV,Aug,2013,30.96,16.4791796147,64.0193371382,11.944823
Region.XV,Sep,2013,30.65,14.3536357986,64.0347101407,10.635802
Region.XV,Oct,2013,30.2,24.2604101927,64.0483984316,49.448296
Region.XV,Nov,2013,28.11,21.7246737104,64.1120384522,18.424481
